,0
0,0.005
1,0.009950248756218905
2,0.013888888888888888
3,0.017316017316017316
4,0.013262599469496022
5,0.015748031496062992
6,0.014767932489451477
7,0.014953271028037384
8,0.01601423487544484
9,0.017035775127768313
10,0.01676829268292683
11,0.017543859649122806
12,0.018731988472622477
13,0.01971830985915493
14,0.02054794520547945
15,0.02102496714848883
16,0.021491782553729456
17,0.02252816020025031
18,0.023227383863080684
19,0.024213075060532687
20,0.025331724969843185
21,0.023681377825618945
22,0.024312896405919663
23,0.025078369905956112
24,0.025614754098360656
25,0.026476578411405296
26,0.027327935222672066
27,0.028084252758274825
28,0.02865612648221344
29,0.029556650246305417
30,0.030362389813907934
31,0.03131115459882583
32,0.0322265625
33,0.03294573643410853
34,0.033783783783783786
35,0.0345821325648415
36,0.03464419475655431
37,0.035023041474654376
38,0.035747021081576534
39,0.03642987249544627
40,0.037104072398190045
41,0.03787195671776375
42,0.03822222222222222
43,0.03900709219858156
44,0.03982300884955752
45,0.04035087719298246
46,0.040905134899912966
47,0.041379310344827586
48,0.041773231031543054
49,0.042444821731748725
50,0.04257095158597663
51,0.043333333333333335
52,0.04412989175686927
53,0.04451772464962902
54,0.04523026315789474
55,0.04597701149425287
56,0.04660670482420278
57,0.0473469387755102
58,0.04812398042414356
59,0.048701298701298704
60,0.04939271255060729
61,0.050080775444264945
62,0.05076551168412571
63,0.05075337034099921
64,0.05146476642913698
65,0.05217391304347826
66,0.05288082083662194
67,0.05291828793774319
68,0.053405572755417956
69,0.054137664346481054
70,0.054699537750385205
71,0.055384615384615386
72,0.056024558710667687
73,0.056402439024390245
74,0.05668934240362812
75,0.0572289156626506
76,0.05780780780780781
77,0.05825242718446602
78,0.05891126025354213
79,0.05961251862891207
80,0.059734513274336286
81,0.060294117647058824
82,0.0606281957633309
83,0.0611353711790393
84,0.06177325581395349
85,0.06231884057971015
86,0.06277056277056277
87,0.06335493160547156
88,0.06379928315412187
89,0.06433166547533953
90,0.065
91,0.06538734896943853
92,0.06595744680851064
93,0.06610407876230662
94,0.06666666666666667
95,0.06732117812061711
96,0.06764295676429567
97,0.06786703601108034
98,0.06846473029045644
99,0.06896551724137931
100,0.06946354883081156
101,0.06976744186046512
102,0.07040328092959672
103,0.07103825136612021
104,0.07157464212678936
105,0.07201086956521739
106,0.07224848075624578
107,0.0728744939271255
108,0.07335127860026917
109,0.0739247311827957
110,0.0745466756212223
111,0.07506702412868632
112,0.07563587684069611
113,0.076
114,0.07625994694960213
115,0.07677035076108538
116,0.07738095238095238
117,0.07799074686054197
118,0.07854785478547854
119,0.079155672823219
120,0.07976268951878708
121,0.08031599736668861
122,0.08092105263157895
123,0.08131147540983606
124,0.08175277959450622
125,0.08208469055374593
126,0.08268229166666667
127,0.0829552819183409
128,0.08349514563106795
129,0.08397932816537468
130,0.08451612903225807
131,0.08456117873158232
132,0.08476736775015933
133,0.08524173027989822
134,0.08544303797468354
135,0.08602150537634409
136,0.0865992414664981
137,0.08679245283018867
138,0.08692933083176986
139,0.08733624454148471
140,0.08741475511469311
141,0.08792569659442724
142,0.08821714990746453
143,0.08866995073891626
144,0.08863080684596578
145,0.08907870652837095
146,0.08957952468007313
147,0.08996960486322189
148,0.0903030303030303
149,0.09079903147699758
150,0.0912938331318017
151,0.09090909090909091
152,0.0913978494623656
153,0.09188544152744631
154,0.09242695289206918
155,0.09291244788564622
156,0.09306461173681091
157,0.09343583678296866
158,0.09380530973451327
159,0.09400705052878966
160,0.0942622950819672
161,0.09462616822429906
162,0.09515469935785172
163,0.0956268221574344
164,0.09609784507862551
165,0.09651162790697675
166,0.09681159420289855
167,0.09733487833140209
168,0.09751875360646278
169,0.09798270893371758
170,0.09833237492811961
171,0.09873708381171067
172,0.09919724770642202
173,0.09965635738831616
174,0.099601593625498
175,0.10011376564277588
176,0.10039705048213272
177,0.1008498583569405
178,0.10107284020327499
179,0.10158013544018059
180,0.1020868584320361
181,0.10241980866629151
182,0.10280898876404494
183,0.10325476992143659
184,0.10375771172181716
185,0.10426008968609865
186,0.10476190476190476
187,0.10456062291434928
188,0.10430463576158941
189,0.10474090407938258
190,0.10482985729967069
191,0.1050328227571116
192,0.10546448087431694
193,0.10595303113052977
194,0.1064410480349345
195,0.10692853246044735
196,0.10729847494553377
197,0.10749185667752444
198,0.1079761258817146
199,0.10787486515641856
200,0.10835579514824797
201,0.10883620689655173
202,0.10902255639097744
203,0.10938337801608579
204,0.10974304068522484
205,0.11004273504273504
206,0.1104
207,0.11046202867764206
208,0.11093418259023355
209,0.1110523532522475
210,0.11116965226554268
211,0.11140304781923278
212,0.11163522012578617
